x,y,pixel_label,category_label,pixel_predict,category_predict
0.7,14.24,855,2,1,0
0.7,14.16,831,2,1,0
0.7,14.08,867,2,1,0
0.7,14.0,732,2,1,0
0.7,13.92,663,1,1,0
0.7,13.84,696,1,1,0
0.7,13.76,843,2,1,0
0.7,13.68,684,1,1,0
0.7,13.6,720,2,1,0
0.7,13.52,696,1,1,0
0.7,13.44,678,1,1,0
0.7,13.36,753,2,1,0
0.7,13.28,801,2,1,0
0.7,13.2,777,2,1,0
0.7,13.12,822,2,1,0
0.7,13.04,822,2,1,0
0.7,12.96,816,2,1,0
0.7,12.88,852,2,1,0
0.7,12.8,849,2,1,0
0.7,12.72,690,1,1,0
0.7,12.64,798,2,1,0
0.7,12.56,891,3,1,0
0.7,12.48,753,2,1,0
0.7,12.4,813,2,1,0
0.7,12.32,789,2,1,0
0.7,12.24,807,2,1,0
0.7,12.16,777,2,1,0
0.7,12.08,816,2,1,0
0.7,12.0,837,2,1,0
0.7,11.92,735,2,1,0
0.7,11.84,798,2,1,0
0.7,11.76,948,3,1,0
0.7,11.68,720,2,1,0
0.7,11.6,669,1,1,0
0.7,11.52,756,2,1,0
0.7,11.44,765,2,1,0
0.7,11.36,660,1,1,0
0.7,11.28,660,1,1,0
0.7,11.2,585,1,1,0
0.7,11.12,741,2,1,0
0.7,11.04,813,2,1,0
0.6,11.0,0,0,1,0
0.6,11.08,528,1,1,0
0.6,11.16,822,2,1,0
0.6,11.24,708,1,1,0
0.6,11.32,768,2,1,0
0.6,11.4,864,2,1,0
0.6,11.48,846,2,1,0
0.6,11.56,894,3,1,0
0.6,11.64,1020,3,1,0
0.6,11.72,915,3,1,0
0.6,11.8,705,1,1,0
0.6,11.88,642,1,1,0
0.6,11.96,780,2,1,0
0.6,12.04,858,2,1,0
0.6,12.12,912,3,1,0
0.6,12.2,876,3,1,0
0.6,12.28,1005,3,1,0
0.6,12.36,996,3,1,0
0.6,12.44,831,2,1,0
0.6,12.52,882,3,1,0
0.6,12.6,993,3,1,0
0.6,12.68,816,2,1,0
0.6,12.76,837,2,1,0
0.6,12.84,867,2,1,0
0.6,12.92,729,2,1,0
0.6,13.0,837,2,1,0
0.6,13.08,999,3,1,0
0.6,13.16,738,2,1,0
0.6,13.24,720,2,1,0
0.6,13.32,726,2,1,0
0.6,13.4,705,1,1,0
0.6,13.48,675,1,1,0
0.6,13.56,915,3,1,0
0.6,13.64,804,2,1,0
0.6,13.72,645,1,1,0
0.6,13.8,828,2,1,0
0.6,13.88,810,2,1,0
0.6,13.96,678,1,1,0
0.6,14.04,738,2,1,0
0.6,14.12,870,3,1,0
0.6,14.2,720,2,1,0
0.6,14.28,867,2,1,0
0.6,14.36,771,2,1,0
0.6,14.44,798,2,1,0
0.6,14.52,846,2,1,0
0.6,14.6,837,2,1,0
0.6,14.68,762,2,1,0
0.6,14.76,900,3,1,0
0.6,14.84,780,2,1,0
0.6,14.92,813,2,1,0
0.6,15.0,678,1,1,0
0.6,15.08,747,2,1,0
0.6,15.16,765,2,1,0
0.6,15.24,699,1,1,0
0.6,15.32,633,1,1,0
0.6,15.4,648,1,1,0
0.6,15.48,660,1,1,0
0.6,15.56,609,1,1,0
0.6,15.64,636,1,1,0
0.6,15.72,750,2,1,0
0.6,15.8,768,2,1,0
0.6,15.88,444,1,1,0
0.6,15.96,690,1,1,0
0.5,16.0,0,0,1,0
0.5,15.92,720,2,1,0
0.5,15.84,846,2,1,0
0.5,15.76,690,1,1,0
0.5,15.68,816,2,1,0
0.5,15.6,750,2,1,0
0.5,15.52,714,1,1,0
0.5,15.44,831,2,1,0
0.5,15.36,840,2,1,0
0.5,15.28,699,1,1,0
0.5,15.2,642,1,1,0
0.5,15.12,816,2,1,0
0.5,15.04,831,2,1,0
0.5,14.96,858,2,1,0
0.5,14.88,756,2,1,0
0.5,14.8,738,2,1,0
0.5,14.72,1026,3,1,0
0.5,14.64,990,3,1,0
0.5,14.56,756,2,1,0
0.5,14.48,873,3,1,0
0.5,14.4,768,2,1,0
0.5,14.32,711,1,1,0
0.5,14.24,843,2,1,0
0.5,14.16,789,2,1,0
0.5,14.08,846,2,1,0
0.5,14.0,987,3,1,0
0.5,13.92,738,2,1,0
0.5,13.84,729,2,1,0
0.5,13.76,756,2,1,0
0.5,13.68,759,2,1,0
0.5,13.6,927,3,1,0
0.5,13.52,816,2,1,0
0.5,13.44,813,2,1,0
0.5,13.36,885,3,1,0
0.5,13.28,753,2,1,0
0.5,13.2,807,2,1,0
0.5,13.12,855,2,1,0
0.5,13.04,708,1,1,0
0.5,12.96,843,2,1,0
0.5,12.88,597,1,1,0
0.5,12.8,579,1,1,0
0.5,12.72,771,2,1,0
0.5,12.64,654,1,1,0
0.5,12.56,723,2,1,0
0.5,12.48,786,2,1,0
0.5,12.4,810,2,1,0
0.5,12.32,984,3,1,0
0.5,12.24,759,2,1,0
0.5,12.16,822,2,1,0
0.5,12.08,939,3,1,0
0.5,12.0,819,2,1,0
0.5,11.92,813,2,1,0
0.5,11.84,858,2,1,0
0.5,11.76,819,2,1,0
0.5,11.68,795,2,1,0
0.5,11.6,774,2,1,0
0.5,11.52,669,1,1,0
0.5,11.44,690,1,1,0
0.5,11.36,669,1,1,0
0.5,11.28,735,2,1,0
0.5,11.2,699,1,1,0
0.5,11.12,669,1,1,0
0.5,11.04,783,2,1,0
0.4,11.0,0,0,1,0
0.4,11.08,483,1,1,0
0.4,11.16,633,1,1,0
0.4,11.24,612,1,1,0
0.4,11.32,894,3,1,0
0.4,11.4,732,2,1,0
0.4,11.48,675,1,1,0
0.4,11.56,777,2,1,0
0.4,11.64,879,3,1,0
0.4,11.72,630,1,1,0
0.4,11.8,786,2,1,0
0.4,11.88,960,3,1,0
0.4,11.96,705,1,1,0
0.4,12.04,924,3,1,0
0.4,12.12,915,3,1,0
0.4,12.2,933,3,1,0
0.4,12.28,1101,3,1,0
0.4,12.36,1137,3,1,0
0.4,12.44,861,2,1,0
0.4,12.52,948,3,1,0
0.4,12.6,843,2,1,0
0.4,12.68,891,3,1,0
0.4,12.76,858,2,1,0
0.4,12.84,738,2,1,0
0.4,12.92,804,2,1,0
0.4,13.0,834,2,1,0
0.4,13.08,819,2,1,0
0.4,13.16,723,2,1,0
0.4,13.24,960,3,1,0
0.4,13.32,960,3,1,0
0.4,13.4,783,2,1,0
0.4,13.48,780,2,1,0
0.4,13.56,873,3,1,0
0.4,13.64,882,3,1,0
0.4,13.72,813,2,1,0
0.4,13.8,942,3,1,0
0.4,13.88,990,3,1,0
0.4,13.96,822,2,1,0
0.4,14.04,612,1,1,0
0.4,14.12,867,2,1,0
0.4,14.2,639,1,1,0
0.4,14.28,759,2,1,0
0.4,14.36,819,2,1,0
0.4,14.44,783,2,1,0
0.4,14.52,861,2,1,0
0.4,14.6,819,2,1,0
0.4,14.68,828,2,1,0
0.4,14.76,891,3,1,0
0.4,14.84,804,2,1,0
0.4,14.92,903,3,1,0
0.4,15.0,702,1,1,0
0.4,15.08,720,2,1,0
0.4,15.16,717,1,1,0
0.4,15.24,645,1,1,0
0.4,15.32,651,1,1,0
0.4,15.4,621,1,1,0
0.4,15.48,666,1,1,0
0.4,15.56,732,2,1,0
0.4,15.64,699,1,1,0
0.4,15.72,699,1,1,0
0.4,15.8,657,1,1,0
0.4,15.88,738,2,1,0
0.4,15.96,831,2,1,0
0.3,16.0,0,0,1,0
0.3,15.92,489,1,1,0
0.3,15.84,630,1,1,0
0.3,15.76,738,2,1,0
0.3,15.68,774,2,1,0
0.3,15.6,813,2,1,0
0.3,15.52,843,2,1,0
0.3,15.44,924,3,1,0
0.3,15.36,657,1,1,0
0.3,15.28,759,2,1,0
0.3,15.2,711,1,1,0
0.3,15.12,759,2,1,0
0.3,15.04,960,3,1,0
0.3,14.96,945,3,1,0
0.3,14.88,867,2,1,0
0.3,14.8,693,1,1,0
0.3,14.72,828,2,1,0
0.3,14.64,780,2,1,0
0.3,14.56,1005,3,1,0
0.3,14.48,885,3,1,0
0.3,14.4,903,3,1,0
0.3,14.32,675,1,1,0
0.3,14.24,987,3,1,0
0.3,14.16,810,2,1,0
0.3,14.08,744,2,1,0
0.3,14.0,837,2,1,0
0.3,13.92,789,2,1,0
0.3,13.84,645,1,1,0
0.3,13.76,900,3,1,0
0.3,13.68,852,2,1,0
0.3,13.6,813,2,1,0
0.3,13.52,834,2,1,0
0.3,13.44,810,2,1,0
0.3,13.36,891,3,1,0
0.3,13.28,780,2,1,0
0.3,13.2,876,3,1,0
0.3,13.12,879,3,1,0
0.3,13.04,882,3,1,0
0.3,12.96,747,2,1,0
0.3,12.88,825,2,1,0
0.3,12.8,930,3,1,0
0.3,12.72,942,3,1,0
0.3,12.64,900,3,1,0
0.3,12.56,828,2,1,0
0.3,12.48,888,3,1,0
0.3,12.4,840,2,1,0
0.3,12.32,816,2,1,0
0.3,12.24,774,2,1,0
0.3,12.16,825,2,1,0
0.3,12.08,918,3,1,0
0.3,12.0,747,2,1,0
0.3,11.92,762,2,1,0
0.3,11.84,777,2,1,0
0.3,11.76,819,2,1,0
0.3,11.68,675,1,1,0
0.3,11.6,870,3,1,0
0.3,11.52,789,2,1,0
0.3,11.44,714,1,1,0
0.3,11.36,765,2,1,0
0.3,11.28,771,2,1,0
0.3,11.2,702,1,1,0
0.3,11.12,639,1,1,0
0.3,11.04,630,1,1,0
0.2,11.0,0,0,1,0
0.2,11.08,597,1,1,0
0.2,11.16,609,1,1,0
0.2,11.24,747,2,1,0
0.2,11.32,699,1,1,0
0.2,11.4,777,2,1,0
0.2,11.48,888,3,1,0
0.2,11.56,876,3,1,0
0.2,11.64,885,3,1,0
0.2,11.72,930,3,1,0
0.2,11.8,912,3,1,0
0.2,11.88,840,2,1,0
0.2,11.96,1143,3,1,0
0.2,12.04,618,1,1,0
0.2,12.12,1155,3,1,0
0.2,12.2,921,3,1,0
0.2,12.28,984,3,1,0
0.2,12.36,948,3,1,0
0.2,12.44,909,3,1,0
0.2,12.52,801,2,1,0
0.2,12.6,936,3,1,0
0.2,12.68,1044,3,1,0
0.2,12.76,738,2,1,0
0.2,12.84,672,1,1,0
0.2,12.92,819,2,1,0
0.2,13.0,717,1,1,0
0.2,13.08,756,2,1,0
0.2,13.16,807,2,1,0
0.2,13.24,762,2,1,0
0.2,13.32,804,2,1,0
0.2,13.4,930,3,1,0
0.2,13.48,714,1,1,0
0.2,13.56,765,2,1,0
0.2,13.64,786,2,1,0
0.2,13.72,894,3,1,0
0.2,13.8,966,3,1,0
0.2,13.88,897,3,1,0
0.2,13.96,789,2,1,0
0.2,14.04,771,2,1,0
0.2,14.12,900,3,1,0
0.2,14.2,837,2,1,0
0.2,14.28,885,3,1,0
0.2,14.36,843,2,1,0
0.2,14.44,747,2,1,0
0.2,14.52,840,2,1,0
0.2,14.6,849,2,1,0
0.2,14.68,867,2,1,0
0.2,14.76,774,2,1,0
0.2,14.84,921,3,1,0
0.2,14.92,777,2,1,0
0.2,15.0,672,1,1,0
0.2,15.08,759,2,1,0
0.2,15.16,615,1,1,0
0.2,15.24,594,1,1,0
0.2,15.32,768,2,1,0
0.2,15.4,717,1,1,0
0.2,15.48,801,2,1,0
0.2,15.56,621,1,1,0
0.2,15.64,615,1,1,0
0.2,15.72,717,1,1,0
0.2,15.8,621,1,1,0
0.2,15.88,765,2,1,0
0.2,15.96,894,3,1,0
0.1,16.0,0,0,1,0
0.1,15.92,489,1,1,0
0.1,15.84,651,1,1,0
0.1,15.76,648,1,1,0
0.1,15.68,597,1,1,0
0.1,15.6,678,1,1,0
0.1,15.52,753,2,1,0
0.1,15.44,867,2,1,0
0.1,15.36,825,2,1,0
0.1,15.28,777,2,1,0
0.1,15.2,900,3,1,0
0.1,15.12,855,2,1,0
0.1,15.04,963,3,1,0
0.1,14.96,858,2,1,0
0.1,14.88,819,2,1,0
0.1,14.8,930,3,1,0
0.1,14.72,894,3,1,0
0.1,14.64,885,3,1,0
0.1,14.56,960,3,1,0
0.1,14.48,831,2,1,0
0.1,14.4,756,2,1,0
0.1,14.32,747,2,1,0
0.1,14.24,903,3,1,0
0.1,14.16,792,2,1,0
0.1,14.08,732,2,1,0
0.1,14.0,870,3,1,0
0.1,13.92,993,3,1,0
0.1,13.84,789,2,1,0
0.1,13.76,858,2,1,0
0.1,13.68,861,2,1,0
0.1,13.6,750,2,1,0
0.1,13.52,807,2,1,0
0.1,13.44,723,2,1,0
0.1,13.36,903,3,1,0
0.1,13.28,783,2,1,0
0.1,13.2,849,2,1,0
0.1,13.12,840,2,1,0
0.1,13.04,810,2,1,0
0.1,12.96,738,2,1,0
0.1,12.88,753,2,1,0
0.1,12.8,882,3,1,0
0.1,12.72,816,2,1,0
0.1,12.64,834,2,1,0
0.1,12.56,843,2,1,0
0.1,12.48,774,2,1,0
0.1,12.4,840,2,1,0
0.1,12.32,960,3,1,0
0.1,12.24,798,2,1,0
0.1,12.16,816,2,1,0
0.1,12.08,711,1,1,0
0.1,12.0,777,2,1,0
0.1,11.92,861,2,1,0
0.1,11.84,834,2,1,0
0.1,11.76,756,2,1,0
0.1,11.68,855,2,1,0
0.1,11.6,768,2,1,0
0.1,11.52,762,2,1,0
0.1,11.44,630,1,1,0
0.1,11.36,639,1,1,0
0.1,11.28,714,1,1,0
0.1,11.2,750,2,1,0
0.1,11.12,768,2,1,0
0.1,11.04,687,1,1,0
0.0,11.0,0,0,1,0
0.0,11.08,516,1,1,0
0.0,11.16,735,2,1,0
0.0,11.24,624,1,1,0
0.0,11.32,774,2,1,0
0.0,11.4,669,1,1,0
0.0,11.48,795,2,1,0
0.0,11.56,678,1,1,0
0.0,11.64,732,2,1,0
0.0,11.72,1170,3,1,0
0.0,11.8,870,3,1,0
0.0,11.88,753,2,1,0
0.0,11.96,912,3,1,0
0.0,12.04,828,2,1,0
0.0,12.12,840,2,1,0
0.0,12.2,762,2,1,0
0.0,12.28,921,3,1,0
0.0,12.36,840,2,1,0
0.0,12.44,894,3,1,0
0.0,12.52,864,2,1,0
0.0,12.6,744,2,1,0
0.0,12.68,924,3,1,0
0.0,12.76,822,2,1,0
0.0,12.84,891,3,1,0
0.0,12.92,837,2,1,0
0.0,13.0,735,2,1,0
0.0,13.08,858,2,1,0
0.0,13.16,720,2,1,0
0.0,13.24,693,1,1,0
0.0,13.32,798,2,1,0
0.0,13.4,903,3,1,0
0.0,13.48,756,2,1,0
0.0,13.56,738,2,1,0
0.0,13.64,810,2,1,0
0.0,13.72,822,2,1,0
0.0,13.8,864,2,1,0
0.0,13.88,756,2,1,0
0.0,13.96,780,2,1,0
0.0,14.04,699,1,1,0
0.0,14.12,918,3,1,0
0.0,14.2,780,2,1,0
0.0,14.28,741,2,1,0
0.0,14.36,711,1,1,0
0.0,14.44,750,2,1,0
0.0,14.52,870,3,1,0
0.0,14.6,816,2,1,0
0.0,14.68,825,2,1,0
0.0,14.76,774,2,1,0
0.0,14.84,846,2,1,0
0.0,14.92,738,2,1,0
0.0,15.0,693,1,1,0
0.0,15.08,771,2,1,0
0.0,15.16,726,2,1,0
0.0,15.24,771,2,1,0
0.0,15.32,726,2,1,0
0.0,15.4,672,1,1,0
0.0,15.48,762,2,1,0
0.0,15.56,687,1,1,0
0.0,15.64,591,1,1,0
0.0,15.72,588,1,1,0
0.0,15.8,744,2,1,0
0.0,15.88,768,2,1,0
0.0,15.96,762,2,1,0
-0.1,16.0,0,0,1,0
-0.1,15.92,495,1,1,0
-0.1,15.84,663,1,1,0
-0.1,15.76,768,2,1,0
-0.1,15.68,996,3,1,0
-0.1,15.6,654,1,1,0
-0.1,15.52,681,1,1,0
-0.1,15.44,771,2,1,0
-0.1,15.36,927,3,1,0
-0.1,15.28,915,3,1,0
-0.1,15.2,780,2,1,0
-0.1,15.12,672,1,1,0
-0.1,15.04,813,2,1,0
-0.1,14.96,687,1,1,0
-0.1,14.88,894,3,1,0
-0.1,14.8,912,3,1,0
-0.1,14.72,924,3,1,0
-0.1,14.64,960,3,1,0
-0.1,14.56,999,3,1,0
-0.1,14.48,816,2,1,0
-0.1,14.4,771,2,1,0
-0.1,14.32,789,2,1,0
-0.1,14.24,945,3,1,0
-0.1,14.16,900,3,1,0
-0.1,14.08,957,3,1,0
-0.1,14.0,879,3,1,0
-0.1,13.92,807,2,1,0
-0.1,13.84,807,2,1,0
-0.1,13.76,810,2,1,0
-0.1,13.68,813,2,1,0
-0.1,13.6,759,2,1,0
-0.1,13.52,756,2,1,0
-0.1,13.44,810,2,1,0
-0.1,13.36,792,2,1,0
-0.1,13.28,798,2,1,0
-0.1,13.2,750,2,1,0
-0.1,13.12,852,2,1,0
-0.1,13.04,735,2,1,0
-0.1,12.96,834,2,1,0
-0.1,12.88,804,2,1,0
-0.1,12.8,645,1,1,0
-0.1,12.72,846,2,1,0
-0.1,12.64,684,1,1,0
-0.1,12.56,774,2,1,0
-0.1,12.48,828,2,1,0
-0.1,12.4,753,2,1,0
-0.1,12.32,837,2,1,0
-0.1,12.24,855,2,1,0
-0.1,12.16,765,2,1,0
-0.1,12.08,750,2,1,0
-0.1,12.0,813,2,1,0
-0.1,11.92,795,2,1,0
-0.1,11.84,825,2,1,0
-0.1,11.76,711,1,1,0
-0.1,11.68,768,2,1,0
-0.1,11.6,810,2,1,0
-0.1,11.52,837,2,1,0
-0.1,11.44,807,2,1,0
-0.1,11.36,681,1,1,0
-0.1,11.28,747,2,1,0
-0.1,11.2,777,2,1,0
-0.1,11.12,684,1,1,0
-0.1,11.04,660,1,1,0
-0.2,11.0,0,0,1,0
-0.2,11.08,564,1,1,0
-0.2,11.16,699,1,1,0
-0.2,11.24,675,1,1,0
-0.2,11.32,735,2,1,0
-0.2,11.4,729,2,1,0
-0.2,11.48,717,1,1,0
-0.2,11.56,744,2,1,0
-0.2,11.64,888,3,1,0
-0.2,11.72,792,2,1,0
-0.2,11.8,828,2,1,0
-0.2,11.88,873,3,1,0
-0.2,11.96,984,3,1,0
-0.2,12.04,954,3,1,0
-0.2,12.12,828,2,1,0
-0.2,12.2,933,3,1,0
-0.2,12.28,1023,3,1,0
-0.2,12.36,927,3,1,0
-0.2,12.44,840,2,1,0
-0.2,12.52,849,2,1,0
-0.2,12.6,813,2,1,0
-0.2,12.68,945,3,1,0
-0.2,12.76,720,2,1,0
-0.2,12.84,690,1,1,0
-0.2,12.92,975,3,1,0
-0.2,13.0,717,1,1,0
-0.2,13.08,657,1,1,0
-0.2,13.16,795,2,1,0
-0.2,13.24,792,2,1,0
-0.2,13.32,768,2,1,0
-0.2,13.4,843,2,1,0
-0.2,13.48,732,2,1,0
-0.2,13.56,915,3,1,0
-0.2,13.64,867,2,1,0
-0.2,13.72,708,1,1,0
-0.2,13.8,753,2,1,0
-0.2,13.88,684,1,1,0
-0.2,13.96,669,1,1,0
-0.2,14.04,885,3,1,0
-0.2,14.12,843,2,1,0
-0.2,14.2,705,1,1,0
-0.2,14.28,837,2,1,0
-0.2,14.36,828,2,1,0
-0.2,14.44,834,2,1,0
-0.2,14.52,825,2,1,0
-0.2,14.6,819,2,1,0
-0.2,14.68,774,2,1,0
-0.2,14.76,918,3,1,0
-0.2,14.84,747,2,1,0
-0.2,14.92,864,2,1,0
-0.2,15.0,798,2,1,0
-0.2,15.08,717,1,1,0
-0.2,15.16,708,1,1,0
-0.2,15.24,831,2,1,0
-0.2,15.32,777,2,1,0
-0.2,15.4,687,1,1,0
-0.2,15.48,678,1,1,0
-0.2,15.56,774,2,1,0
-0.2,15.64,711,1,1,0
-0.2,15.72,717,1,1,0
-0.2,15.8,672,1,1,0
-0.2,15.88,723,2,1,0
-0.2,15.96,777,2,1,0
-0.3,16.0,0,0,1,0
-0.3,15.92,462,1,1,0
-0.3,15.84,507,1,1,0
-0.3,15.76,729,2,1,0
-0.3,15.68,702,1,1,0
-0.3,15.6,738,2,1,0
-0.3,15.52,783,2,1,0
-0.3,15.44,699,1,1,0
-0.3,15.36,594,1,1,0
-0.3,15.28,873,3,1,0
-0.3,15.2,642,1,1,0
-0.3,15.12,825,2,1,0
-0.3,15.04,819,2,1,0
-0.3,14.96,1047,3,1,0
-0.3,14.88,957,3,1,0
-0.3,14.8,921,3,1,0
-0.3,14.72,891,3,1,0
-0.3,14.64,885,3,1,0
-0.3,14.56,903,3,1,0
-0.3,14.48,801,2,1,0
-0.3,14.4,810,2,1,0
-0.3,14.32,924,3,1,0
-0.3,14.24,642,1,1,0
-0.3,14.16,951,3,1,0
-0.3,14.08,777,2,1,0
-0.3,14.0,798,2,1,0
-0.3,13.92,756,2,1,0
-0.3,13.84,801,2,1,0
-0.3,13.76,882,3,1,0
-0.3,13.68,801,2,1,0
-0.3,13.6,831,2,1,0
-0.3,13.52,870,3,1,0
-0.3,13.44,801,2,1,0
-0.3,13.36,729,2,1,0
-0.3,13.28,741,2,1,0
-0.3,13.2,678,1,1,0
-0.3,13.12,726,2,1,0
-0.3,13.04,831,2,1,0
-0.3,12.96,864,2,1,0
-0.3,12.88,729,2,1,0
-0.3,12.8,843,2,1,0
-0.3,12.72,837,2,1,0
-0.3,12.64,738,2,1,0
-0.3,12.56,933,3,1,0
-0.3,12.48,669,1,1,0
-0.3,12.4,804,2,1,0
-0.3,12.32,915,3,1,0
-0.3,12.24,912,3,1,0
-0.3,12.16,870,3,1,0
-0.3,12.08,876,3,1,0
-0.3,12.0,855,2,1,0
-0.3,11.92,777,2,1,0
-0.3,11.84,705,1,1,0
-0.3,11.76,762,2,1,0
-0.3,11.68,741,2,1,0
-0.3,11.6,729,2,1,0
-0.3,11.52,816,2,1,0
-0.3,11.44,762,2,1,0
-0.3,11.36,672,1,1,0
-0.3,11.28,654,1,1,0
-0.3,11.2,633,1,1,0
-0.3,11.12,684,1,1,0
-0.3,11.04,588,1,1,0
-0.4,11.0,0,0,1,0
-0.4,11.08,549,1,1,0
-0.4,11.16,822,2,1,0
-0.4,11.24,768,2,1,0
-0.4,11.32,762,2,1,0
-0.4,11.4,729,2,1,0
-0.4,11.48,846,2,1,0
-0.4,11.56,1038,3,1,0
-0.4,11.64,1086,3,1,0
-0.4,11.72,858,2,1,0
-0.4,11.8,1014,3,1,0
-0.4,11.88,948,3,1,0
-0.4,11.96,984,3,1,0
-0.4,12.04,960,3,1,0
-0.4,12.12,1131,3,1,0
-0.4,12.2,897,3,1,0
-0.4,12.28,987,3,1,0
-0.4,12.36,867,2,1,0
-0.4,12.44,747,2,1,0
-0.4,12.52,1014,3,1,0
-0.4,12.6,843,2,1,0
-0.4,12.68,951,3,1,0
-0.4,12.76,918,3,1,0
-0.4,12.84,645,1,1,0
-0.4,12.92,816,2,1,0
-0.4,13.0,948,3,1,0
-0.4,13.08,801,2,1,0
-0.4,13.16,867,2,1,0
-0.4,13.24,642,1,1,0
-0.4,13.32,882,3,1,0
-0.4,13.4,783,2,1,0
-0.4,13.48,741,2,1,0
-0.4,13.56,765,2,1,0
-0.4,13.64,696,1,1,0
-0.4,13.72,720,2,1,0
-0.4,13.8,927,3,1,0
-0.4,13.88,882,3,1,0
-0.4,13.96,843,2,1,0
-0.4,14.04,756,2,1,0
-0.4,14.12,684,1,1,0
-0.4,14.2,822,2,1,0
-0.4,14.28,687,1,1,0
-0.4,14.36,780,2,1,0
-0.4,14.44,828,2,1,0
-0.4,14.52,768,2,1,0
-0.4,14.6,864,2,1,0
-0.4,14.68,867,2,1,0
-0.4,14.76,939,3,1,0
-0.4,14.84,873,3,1,0
-0.4,14.92,852,2,1,0
-0.4,15.0,702,1,1,0
-0.4,15.08,663,1,1,0
-0.4,15.16,801,2,1,0
-0.4,15.24,606,1,1,0
-0.4,15.32,777,2,1,0
-0.4,15.4,771,2,1,0
-0.4,15.48,702,1,1,0
-0.4,15.56,774,2,1,0
-0.4,15.64,801,2,1,0
-0.4,15.72,744,2,1,0
-0.4,15.8,717,1,1,0
-0.4,15.88,654,1,1,0
-0.4,15.96,759,2,1,0
-0.5,16.0,0,0,1,0
-0.5,15.92,483,1,1,0
-0.5,15.84,555,1,1,0
-0.5,15.76,771,2,1,0
-0.5,15.68,822,2,1,0
-0.5,15.6,906,3,1,0
-0.5,15.52,681,1,1,0
-0.5,15.44,507,1,1,0
-0.5,15.36,771,2,1,0
-0.5,15.28,804,2,1,0
-0.5,15.2,792,2,1,0
-0.5,15.12,711,1,1,0
-0.5,15.04,819,2,1,0
-0.5,14.96,708,1,1,0
-0.5,14.88,822,2,1,0
-0.5,14.8,888,3,1,0
-0.5,14.72,930,3,1,0
-0.5,14.64,765,2,1,0
-0.5,14.56,849,2,1,0
-0.5,14.48,1029,3,1,0
-0.5,14.4,837,2,1,0
-0.5,14.32,879,3,1,0
-0.5,14.24,978,3,1,0
-0.5,14.16,834,2,1,0
-0.5,14.08,804,2,1,0
-0.5,14.0,750,2,1,0
-0.5,13.92,852,2,1,0
-0.5,13.84,918,3,1,0
-0.5,13.76,705,1,1,0
-0.5,13.68,687,1,1,0
-0.5,13.6,735,2,1,0
-0.5,13.52,762,2,1,0
-0.5,13.44,879,3,1,0
-0.5,13.36,801,2,1,0
-0.5,13.28,822,2,1,0
-0.5,13.2,798,2,1,0
-0.5,13.12,885,3,1,0
-0.5,13.04,1050,3,1,0
-0.5,12.96,948,3,1,0
-0.5,12.88,798,2,1,0
-0.5,12.8,888,3,1,0
-0.5,12.72,798,2,1,0
-0.5,12.64,807,2,1,0
-0.5,12.56,891,3,1,0
-0.5,12.48,849,2,1,0
-0.5,12.4,948,3,1,0
-0.5,12.32,885,3,1,0
-0.5,12.24,720,2,1,0
-0.5,12.16,810,2,1,0
-0.5,12.08,870,3,1,0
-0.5,12.0,870,3,1,0
-0.5,11.92,864,2,1,0
-0.5,11.84,831,2,1,0
-0.5,11.76,777,2,1,0
-0.5,11.68,822,2,1,0
-0.5,11.6,762,2,1,0
-0.5,11.52,768,2,1,0
-0.5,11.44,876,3,1,0
-0.5,11.36,747,2,1,0
-0.5,11.28,813,2,1,0
-0.5,11.2,690,1,1,0
-0.5,11.12,735,2,1,0
-0.5,11.04,639,1,1,0
-0.6,11.0,0,0,1,0
-0.6,11.08,684,1,1,0
-0.6,11.16,786,2,1,0
-0.6,11.24,768,2,1,0
-0.6,11.32,936,3,1,0
-0.6,11.4,837,2,1,0
-0.6,11.48,954,3,1,0
-0.6,11.56,897,3,1,0
-0.6,11.64,819,2,1,0
-0.6,11.72,918,3,1,0
-0.6,11.8,894,3,1,0
-0.6,11.88,1098,3,1,0
-0.6,11.96,807,2,1,0
-0.6,12.04,855,2,1,0
-0.6,12.12,963,3,1,0
-0.6,12.2,798,2,1,0
-0.6,12.28,924,3,1,0
-0.6,12.36,762,2,1,0
-0.6,12.44,885,3,1,0
-0.6,12.52,747,2,1,0
-0.6,12.6,843,2,1,0
-0.6,12.68,810,2,1,0
-0.6,12.76,921,3,1,0
-0.6,12.84,801,2,1,0
-0.6,12.92,801,2,1,0
-0.6,13.0,876,3,1,0
-0.6,13.08,678,1,1,0
-0.6,13.16,825,2,1,0
-0.6,13.24,807,2,1,0
-0.6,13.32,792,2,1,0
-0.6,13.4,708,1,1,0
-0.6,13.48,792,2,1,0
-0.6,13.56,759,2,1,0
-0.6,13.64,684,1,1,0
-0.6,13.72,831,2,1,0
-0.6,13.8,927,3,1,0
-0.6,13.88,771,2,1,0
-0.6,13.96,930,3,1,0
-0.6,14.04,732,2,1,0
-0.6,14.12,744,2,1,0
-0.6,14.2,852,2,1,0
-0.6,14.28,888,3,1,0
-0.6,14.36,876,3,1,0
-0.6,14.44,954,3,1,0
-0.6,14.52,951,3,1,0
-0.6,14.6,765,2,1,0
-0.6,14.68,879,3,1,0
-0.6,14.76,783,2,1,0
-0.6,14.84,801,2,1,0
-0.6,14.92,837,2,1,0
-0.6,15.0,804,2,1,0
-0.6,15.08,813,2,1,0
